site_id,file,line,component,task,wave,target,status,behavior_record,evidence,kind,owner,fingerprint
INP-159,src/ui/FilterDrawer.tsx,423,EnumPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,"Compact field/operator picker changes local FilterGroup condition; group logic, removal and Apply persistence retained.",Native material observed; keyboard task repaired footer with resize host and drawer scroll view. Value/caret/actions visible; first-tap Cancel leaves no condition. native-filter-keyboard-footer-visible.jpg; stable final gate/full matrix pending.,shared-input,FilterDrawer,c5ca67ae68a04decefe9872f
INP-160,src/ui/FilterDrawer.tsx,552,EnumPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,ValueInput,14277ea2c8f9dbd474fdc01b
INP-161,src/ui/FilterDrawer.tsx,565,EnumPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,ValueInput,4ecc46633b058276ccbfcd13
INP-162,src/ui/FilterDrawer.tsx,578,EnumPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,ValueInput,5b60d8dd769154fb4c4602ba
INP-163,src/ui/FilterDrawer.tsx,592,RelationPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,ValueInput,ae0dd79316e671c6da93419b
INP-164,src/ui/FilterDrawer.tsx,607,Input,02-03,Shared foundation and adapters,Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,ValueInput,fcecfa863b4cd7028c0c36fa
INP-165,src/ui/FilterDrawer.tsx,631,Input,02-03,Shared foundation and adapters,Input filled for tag substring value; preserve contains operator and local condition semantics,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,ValueInput,c4b40dec8c60d0ecd07930e1
INP-166,src/ui/FilterDrawer.tsx,643,Input,02-03,Shared foundation and adapters,Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Typed filter value/operator: status/difficulty/type/goal choices update local condition; numeric empty maps undefined otherwise Number; tag contains and string retain wildcard semantics; Apply owns persistence.,Native material observed; keyboard task repaired footer with resize host and drawer scroll view. Value/caret/actions visible; first-tap Cancel leaves no condition. native-filter-keyboard-footer-visible.jpg; stable final gate/full matrix pending.,shared-input,ValueInput,2173cc862f58e96d26f68365
INP-167,src/ui/FilterDrawer.tsx,718,Input,02-03,Shared foundation and adapters,Input filled for hybrid tag query/capture; preserve Done adding the current tag,implemented-awaiting-native,Hybrid tag query/capture: Input retains search icon and Done adds tag via addQueryAsTag; selected-tag uniqueness and removal retained; no conversion to generic query-only clear semantics.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,TagValueInput,e06ada0080fe83b8fb00ca8d
INP-168,src/ui/FilterDrawer.tsx,919,Input,02-03,Shared foundation and adapters,Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Date trigger: native soft keyboard suppressed; focus/calendar icon opens platform date dialog; commitDate and dismiss handling unchanged; displayed relative/date tokens retained.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,DateValueInput,1148cdd986ed5113328cb899
INP-169,src/ui/Input.tsx,150,TextInput,02-03,Shared foundation and adapters,Owned native adapter; explicit ownership exception or consolidate into Input,implemented-awaiting-native,Owned native editor; controlled/uncontrolled native props/ref retained; Return/blur follow caller; multiline retains raw content size; host viewport bounded after intrinsic frame/footer once; no save/submit ownership.,Input accessibility (7) and appearance (2) focused tests pass; native pending,raw-native-input,InputBase,243f235ce5740047b89741c9
INP-170,src/ui/LongTextField.tsx,536,RichEditor,02-03,Shared foundation and adapters,Retain rich editor adapter; shared frame and native/web proof,implemented-awaiting-native,Owned Pell/WebView rich editing with formatting and sanitization; debounced autosave and Done flush; native editor/toolbar hosting retained. Read preview gains explicit shared material opt-in; existing callers remain legacy pending Task08.,"Scoped app/test types and architecture plus5 suites/29 tests pass; shared preview rendered in Storybook; /tmp/kwilt-rich-input-local.log. Native unsaved To-do draft selection, Bold, Done flush to parent draft and reopen rendering observed on iPhone17Pro/iOS26.5 through INP-088. No created/persisted record; link/list/remaining-formatting, paste, assistive and platform acceptance remain open. Concurrent CSS-only list/link typography update reviewed and fingerprint reconciled.",rich-input,LongTextField,70a9ef663e47f59901d94b9f
INP-171,src/ui/LongTextField.tsx,670,Input,02-03,Shared foundation and adapters,Owned native adapter; explicit ownership exception or consolidate into Input,implemented-awaiting-native,Link dialog local URL value; explicit Insert trims URL/label and falls back to URL for empty label; Cancel closes without inserting; shared Input owns naming/material; no dialog keyboard/persistence change.,Scoped app/test types and architecture plus5 suites/29 tests pass; shared preview rendered in Storybook. Native rich/editor/dialog acceptance remains open; /tmp/kwilt-rich-input-local.log.,shared-input,LongTextField,64c366c942b156cb6e21624f
INP-172,src/ui/LongTextField.tsx,679,Input,02-03,Shared foundation and adapters,Owned native adapter; explicit ownership exception or consolidate into Input,implemented-awaiting-native,Link dialog local Label (optional) value; explicit Insert trims URL/label and falls back to URL for empty label; Cancel closes without inserting; shared Input owns naming/material; no dialog keyboard/persistence change.,Scoped app/test types and architecture plus5 suites/29 tests pass; shared preview rendered in Storybook. Native rich/editor/dialog acceptance remains open; /tmp/kwilt-rich-input-local.log.,shared-input,LongTextField,1a158ef9432fa821da63e3a1
INP-173,src/ui/LongTextField.tsx,806,TextInput,02-03,Shared foundation and adapters,Owned native adapter; explicit ownership exception or consolidate into Input,removed-verified-unused,Unreachable internal Custom refine dialog: visibility initialized false; all setter calls only false; setter/state not exposed by props/ref/export. Standard Refine presets remain reachable and unchanged.,"Always-false internal visibility/no external state access reviewed; removal passed scoped app/test types, architecture and5 suites/29 tests; /tmp/kwilt-rich-input-local.log. Historical ID retained.",raw-native-input,LongTextField,4a362c39c8d6b34490e8ee36
INP-174,src/ui/NarrativeEditableTitle.tsx,115,TitleInput,02-03,Shared foundation and adapters,Owned TitleInput editorial adapter; uncapped native heading entry,implemented-awaiting-native,"Local draft, trimmed changed commit, unchanged no write, empty blur restoration and recoverable validation retained. TitleInput owns uncapped non-scrolling renderer; native Return and content-size host reveal callbacks retained.",TitleInput/NarrativeEditableTitle: six focused tests pass. Native tall-title/caret acceptance pending.,shared-input,NarrativeEditableTitle,e05e7f8a678bd8110af62d8b
INP-175,src/ui/ObjectPicker.tsx,116,Combobox,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,removed-verified-unused,"Unreachable legacy implementation: no direct consumers, namespace primitive consumers, dynamic references or external package export; private application package. ObjectPicker barrel export removed with implementation.",Direct/export/dynamic-reference audit plus passing app/test types and1237 suites/7617 tests in scoped completion gate; no consumers; historical ID retained.,shared-input,ObjectPicker,db48a92281f57b67fa5a3c37
INP-176,src/ui/ObjectPicker.tsx,139,Input,02-03,Shared foundation and adapters,Input filled for ordinary entry; classify structured/inline exceptions before edit,removed-verified-unused,"Unreachable legacy implementation: no direct consumers, namespace primitive consumers, dynamic references or external package export; private application package. ObjectPicker barrel export removed with implementation.",Direct/export/dynamic-reference audit plus passing app/test types and1237 suites/7617 tests in scoped completion gate; no consumers; historical ID retained.,shared-input,ObjectPicker,97b7a75086e6fd195f7279b6
INP-177,src/ui/PickerFields.tsx,139,Input,02-03,Shared foundation and adapters,Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Owned read-only value in named picker button; select/deselect remains immediate; clear stops propagation and closes; native text hidden from accessibility traversal; host owns sheet.,PickerFields behavior tests pass; native pending,shared-input,PickerFieldTrigger,9a4d805b6dca070197ef7bdf
INP-178,src/ui/PickerFields.tsx,345,PickerFieldTrigger,02-03,Shared foundation and adapters,Reviewed shared picker trigger forwarding; retire treatment during default switch,implemented-awaiting-native,"All30 external picker sites explicitly unified; Fixed set explicitly forwards only trigger value/options/name/size/icon/variant/treatment/surface and owned open/clear handlers, preserving controlled/uncontrolled open and custom trigger paths.",Complete current AST caller audit; existing picker/search regressions and scoped gate pending. Native relation filter/clear/close/reset and earlier Chore assignee opening are narrow evidence; full picker acceptance remains open.,shared-input,FixedSetPickerField,7ac68c83929ec03b26cfaeb5
INP-179,src/ui/PickerFields.tsx,457,PickerFieldTrigger,02-03,Shared foundation and adapters,Reviewed shared picker trigger forwarding; retire treatment during default switch,implemented-awaiting-native,"All30 external picker sites explicitly unified; Relation forwards unified caller material into shared trigger; query uses SearchField for all callers. Controlled/uncontrolled open, selected label, optional deselect and custom trigger callbacks remain unchanged.",Complete current AST caller audit; existing picker/search regressions and scoped gate pending. Native relation filter/clear/close/reset and earlier Chore assignee opening are narrow evidence; full picker acceptance remains open.,shared-input,RelationPickerField,1f79feffbdafd360ce09013c
INP-180,src/ui/PickerFields.tsx,496,TextInput,02-03,Shared foundation and adapters,Consolidated into existing relation SearchField,removed-verified-consolidated,Removed compatibility-only raw relation query renderer; every treatment uses existing SearchField and same query state/filter/reset/select handlers.,"AST diff removes exactly the raw TextInput and adds no site. Regression red/green verifies named query, query clear, close/reopen reset and one selection. Eleven picker/search tests pass.",raw-native-input,RelationPickerField,eebc90073516507acf219c4d
INP-181,src/ui/SettingsSurface.tsx,341,Input,02-03,Shared foundation and adapters,Input inline; preserve content sizing and commit policy,implemented-awaiting-native,Grouped settings row owns label and enclosure; plain right-aligned canonical Input; parent value and onChange unchanged; native keyboard/autocap and onBlur forwarded for Money amount preview; disabled follows saving state; no save command invented.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,SettingsTextInputRow,00389f83a84e406bad86f955
INP-182,src/ui/SortDrawer.tsx,223,EnumPickerField,02-03,Shared foundation and adapters,Owned picker trigger using shared input material,implemented-awaiting-native,Compact sort-field picker updates local structured sort; ordered multi-sort and direction retained; Apply persists; closing does not apply; no field parsing changes.,Shared composition slice: 22 focused tests pass; full native matrix pending.,shared-input,SortDrawer,61448449829cae79f8a9cd9c
INP-183,src/capabilities/chores/screens/ChoresScreen.tsx,989,QuickAddDock,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Chores capture retains no checkbox, chore-specific labels/actions and source trim. Continue creates a local Chore draft and opens its editor, clears capture and applies selected enrichment; committing the Chore remains separate.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,ChoresScreen,3e53d6f66dc7e6e0521b9b2c
INP-184,src/capabilities/groceries/screens/GroceryListScreen.tsx,852,QuickAddDock,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Grocery capture keeps AI/checkbox/collapsed trigger hidden and dismissAfterSubmit false. Owner guards empty/busy/offline, awaits repository addItem, clears/closes on success and retains text on error; Collapse explicitly clears. No behavior edit.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,GroceryListScreen,0a7ffa26936d8c552b0dc41f
INP-185,src/capabilities/groceries/screens/KrogerCartScreen.tsx,711,KrogerStoreFinder,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Cart store finder caller; reviewed feature adapter already owns canonical SearchField. Query stays searchQuery, submit/current-location stay existing repository flows, explicit choose handles selected store and match preparation, preferred-store action remains separate. Scanner now recognizes exact canonical export.","Exact-export scanner regression passed; scoped gate10.36s app types, code health,2 suites23 tests and script tests /tmp/kwilt-store-adapter-local.log. Caller behavior reviewed; native acceptance open.",shared-input,KrogerCartScreen,f625d3bc99a251d8915cb953
INP-186,src/capabilities/groceries/screens/OnlineStorePickerScreen.tsx,135,KrogerStoreFinder,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Online store picker caller; reviewed canonical store finder owns named search/clear. Query stays local; explicit choose writes preferred store then navigates back, existing busy/error behavior retained. No write on query change or clear.","Exact-export scanner regression passed; scoped gate10.36s app types, code health,2 suites23 tests and script tests /tmp/kwilt-store-adapter-local.log. Caller behavior reviewed; native acceptance open.",shared-input,OnlineStorePickerScreen,437dd90ce179dc93cfbde75e
INP-187,src/capabilities/money/screens/MoneyCategoryDetailScreen.tsx,540,SettingsTextInputRow,07,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,Grouped category name; existing SettingsTextInputRow already delegates to unified plain Input. Local draft clears preview state and saving lock remains; explicit category save parses name and commits.,"Scoped local gate passes: app types, code health, related Jest and scanner script tests in kwilt-money-input-local.log; native acceptance remains open.",shared-input,MoneyCategoryDetailScreen,2edc5edc27fc285c6d1d7338
INP-188,src/capabilities/money/screens/MoneyCategoryDetailScreen.tsx,542,SettingsTextInputRow,07,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Grouped monthly contribution/amount; existing unified plain row preserved. Change clears impact preview; blur invokes existing previewMonthlyAmount, not persistence. Explicit save validates amount and category plan.","Scoped local gate passes: app types, code health, related Jest and scanner script tests in kwilt-money-input-local.log; native acceptance remains open.",shared-input,MoneyCategoryDetailScreen,66b08bc4a6f42b14c8a26952
INP-189,src/capabilities/money/screens/MoneyCategoryDetailScreen.tsx,564,SettingsTextInputRow,07,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Grouped reserve expected need; existing unified plain row preserved, optional-money parsing and impact invalidation unchanged; explicit category save owns persistence.","Scoped local gate passes: app types, code health, related Jest and scanner script tests in kwilt-money-input-local.log; native acceptance remains open.",shared-input,MoneyCategoryDetailScreen,53200df3e8f36768d258f67d
INP-190,src/capabilities/money/screens/MoneyCategoryDetailScreen.tsx,566,SettingsTextInputRow,07,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Grouped reserve due month; existing unified plain row preserves YYYY-MM hint, no capitalization, optional-month validation and saving lock; explicit category save owns persistence.","Scoped local gate passes: app types, code health, related Jest and scanner script tests in kwilt-money-input-local.log; native acceptance remains open.",shared-input,MoneyCategoryDetailScreen,b4ab1454d051bdc293cab1e6
INP-191,src/features/account/AiModelSettingsScreen.tsx,142,Textarea,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,AI identity context; unified named multiline112-180 retains local identityDraft and blur/back trim-to-undefined profile commit. Existing model choice and copy prompt flow unchanged.,"Scoped local automation passed24.68s: app types, architecture, code health, whitespace,2 suites2 tests; /tmp/kwilt-final-textareas-local.log. Native multiline/keyboard acceptance open.",shared-input,AiModelSettingsScreen,e11d498616289af569099e2d
INP-192,src/features/account/DestinationDetailScreen.tsx,295,Textarea,05,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Verification commands draft; Textarea is currently an Input alias and does not itself enable multiline. Existing Save splits pasted newlines, trims, removes blanks and caps 20 commands. Material migrated only; native multiline intent discrepancy remains open before terminal acceptance. Acceptance correction: explicit multiline88-180 editing, no automatic capitalization/correction for commands. Existing newline trim/filter and20-command limit retained; explicit Install/Save owns persistence.","Regression reproduced missing multiline mode; corrected field passes separate-command explicit-Install test. Final scoped gate25.97s app/test types, architecture, code health,1 suite1 test /tmp/kwilt-command-lines-final-local.log. Native keyboard acceptance open.",shared-input,DestinationDetailScreen,ba8df25822923e066940e0fd
INP-193,src/features/activities/ActivitiesScreen.tsx,3464,QuickAddDock,08,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Activities capture retains useQuickAddDockController creation, filter context, reserved dock height, Pro cover action lock and optional location receipt actions. Submit/blur behavior inherited from the verified adapter; no owner callback changes.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,ActivitiesScreen,122497d210a47af8f48d1ef7
INP-194,src/features/activities/ViewCustomizationGuide.tsx,214,Textarea,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"AI view customization; unified named multiline88-140 retains busy lock, existing loading/Apply affordance, explicit Apply trim/callback/clear and keyboard dismissal. No customization on blur or text change.","Scoped local automation passed24.68s: app types, architecture, code health, whitespace,2 suites2 tests; /tmp/kwilt-final-textareas-local.log. Native multiline/keyboard acceptance open.",shared-input,ViewCustomizationGuide,5333f5f9266d7b8abb7c14a7
INP-195,src/features/arcs/GoalDetailScreen.tsx,2878,QuickAddDock,08,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Goal inline capture retains goal-scoped controller creation/order, explicit chat entry, AI actions, location receipt and focusAfterSubmit false. First placement remains distinct in census; owner callbacks unchanged.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,GoalDetailScreen,409caa8b663703c41aea5b10
INP-196,src/features/arcs/GoalDetailScreen.tsx,2931,QuickAddDock,08,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Goal inline capture second placement retains identical goal-scoped controller, chat entry, AI and location receipt behavior. Historical duplicate identity/multiplicity preserved; no owner callback changes.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,GoalDetailScreen,409caa8b663703c41aea5b10
INP-197,src/features/goals/GoalsScreen.tsx,517,GoalsInventorySearchBar,04,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,Host composes SearchField and independent sort; query clearing emitted once by field; onClear collapses revealed search without resetting sort.,Focused clear/filter/sort regressions pass; native reveal could not be exercised reliably with CUA gestures.,input-wrapper,GoalsScreen,059a4e237ffba870bfff4388
INP-198,src/features/plan/PlanRecsPage.tsx,378,QuickAddDock,01,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Plan recommendations inline capture forwards its existing quick-add model: draft/ref/focus/submit/collapse, selected and locked AI actions. Creation/scheduling remains in the owning model; adapter does not change persistence.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,PlanRecsPage,4fd63ae22757ce7b382c1cbb
INP-199,src/features/plan/PlanSlotCapturePage.tsx,253,QuickAddDock,05,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Plan slot capture retains bottom dock with explicit inset/reserved-height ownership and forwarded quick-add model. Existing creation and scheduling choices remain separate; draft, collapse and AI callbacks unchanged.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,PlanSlotCapturePage,ffd2ac34d8528e849d4ae4f5
INP-200,src/ui/FilterDrawer.tsx,469,ValueInput,02-03,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Owned FilterDrawer ValueInput adapter; existing field/operator dispatch renders canonical Input or picker, including relative date tokens, local tag capture and number/string/date handling. Outer Apply retains persistence; exact internal module/name recognized without hiding internal controls.","Scanner regression red/green; final scoped gate52.52s app/test types, architecture, code health,related Jest and script tests /tmp/kwilt-internal-adapters-final-local.log. Native acceptance open; compatibility defaults unchanged.",shared-input,FilterDrawer,caa78cc323f335ed3505eda5
INP-201,src/ui/PickerFields.tsx,378,FixedSetPickerField,02-03,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Owned fixed-set picker forwarding; typed SinglePickerProps preserve value/onValueChange, optional deselection, disabled state, custom trigger, open control and treatment bridge. Exact internal adapter classification; no new legacy public callers permitted.","Scanner regression red/green; final scoped gate52.52s app/test types, architecture, code health,related Jest and script tests /tmp/kwilt-internal-adapters-final-local.log. Native acceptance open; compatibility defaults unchanged.",shared-input,SmallSetPickerField,5215918f413dc1e421cdd837
INP-202,src/ui/PickerFields.tsx,374,FixedSetPickerField,02-03,Expanded AST discovery,Classify composed field and preserve behavior before migration,implemented-awaiting-native,"Owned fixed-set picker forwarding; typed SinglePickerProps preserve value/onValueChange, optional deselection, disabled state, custom trigger, open control and treatment bridge. Exact internal adapter classification; no new legacy public callers permitted.","Scanner regression red/green; final scoped gate52.52s app/test types, architecture, code health,related Jest and script tests /tmp/kwilt-internal-adapters-final-local.log. Native acceptance open; compatibility defaults unchanged.",shared-input,EnumPickerField,5215918f413dc1e421cdd837
INP-203,src/ui/SearchField.tsx,21,Input,02-03,Shared compositions,SearchField owned Input forwarding,implemented-awaiting-native,Controlled query; clear emits empty once then optional onClear side effect; focus retained; no filtering/debounce; return action forwarded; host owns persistence.,SearchField.test.tsx: 2 passing behavior tests; native pending,shared-input,SearchField,a1b18f08fca91319b0c48e0c
INP-204,src/ui/PickerFields.tsx,494,SearchField,02-03,Shared compositions,SearchField relation search,implemented-awaiting-native,Query resets on close; normalized filtering remains in RelationPickerField; optional recommended match remains first; selecting saves immediately and closes.,Existing picker filtering/selection tests pass; native pending,shared-input,RelationPickerField,0d6ce28c8f59ac461e441c3d
WEB-INP-001,../kwilt-site/components/unified-chat/KwiltChatWorkbench.tsx,610,Textarea,09,Embedded web workbench,"Shared web material contract; plain inner composer, filled standalone field",implemented-awaiting-runtime,Message draft; change and keydown bridge unchanged; Send explicit; one mounted textarea across layout modes; viewport and voice remain workbench-owned.,17 focused tests and fresh site build pass; actual iOS WebView resting/focus/keyboard-clearance observed (native-webview-focused.png). Long-draft attempt submitted a test line via existing Enter semantics; verified test conversation deleted. Wider host/assistive/long-paste states remain open; standalone site tsc has unrelated recipe-test error.,web-input,KwiltChatWorkbench,
WEB-INP-002,../kwilt-site/components/unified-chat/KwiltChatWorkbench.tsx,859,Textarea,09,Embedded web workbench,"Shared web material contract; plain inner composer, filled standalone field",implemented-awaiting-runtime,Recovery/loading composer; draft retained for host reconnect; no new send behavior.,17 focused tests and production build pass; composer browser fixtures reviewed at393/320 widths; artifact/correction rendering and native host pending; standalone tsc reports unrelated recipe-test error,web-input,KwiltChatWorkbench,
WEB-INP-003,../kwilt-site/components/unified-chat/KwiltChatWorkbench.tsx,1072,Input,09,Embedded web workbench,"Shared web material contract; plain inner composer, filled standalone field",implemented-awaiting-runtime,Artifact title; local state; max120; artifact update remains explicit and versioned.,17 focused tests and production build pass; composer browser fixtures reviewed at393/320 widths; artifact/correction rendering and native host pending; standalone tsc reports unrelated recipe-test error,web-input,KwiltChatWorkbench,
WEB-INP-004,../kwilt-site/components/unified-chat/KwiltChatWorkbench.tsx,1076,Textarea,09,Embedded web workbench,"Shared web material contract; plain inner composer, filled standalone field",implemented-awaiting-runtime,Artifact content; local state; max20000; formatting and update action preserved.,17 focused tests and production build pass; composer browser fixtures reviewed at393/320 widths; artifact/correction rendering and native host pending; standalone tsc reports unrelated recipe-test error,web-input,KwiltChatWorkbench,
WEB-INP-005,../kwilt-site/components/unified-chat/KwiltChatWorkbench.tsx,1558,Input,09,Embedded web workbench,"Shared web material contract; plain inner composer, filled standalone field",implemented-awaiting-runtime,Correction text; Enter and Correct use existing submitCorrection; disabled policy preserved.,17 focused tests and production build pass; composer browser fixtures reviewed at393/320 widths; artifact/correction rendering and native host pending; standalone tsc reports unrelated recipe-test error,web-input,KwiltChatWorkbench,
INP-205,src/features/activities/ActivityLocationSheet.tsx,301,PickerFieldTrigger,08,"Inline editing, rich notes and capture",Canonical location trigger,implemented-awaiting-native,Canonical compact location trigger shows preview label; pin icon and Clear location name retained. Shared clear stops propagation before existing clearSelection callback. Trigger opens location search; neither action persists location. New explicit composition site appended without renumbering historical controls.,"Clear-label regression failed then passed; scoped gate85.92s app/test types, architecture, code health,95 suites620 tests /tmp/kwilt-location-trigger-local.log. Native location/map keyboard acceptance open.",shared-input,ActivityLocationSheet,5547c664c9c2efc52ae0c533
INP-206,src/ui/TagEntryField.tsx,49,Input,02-03/08,Shared compositions,Owned chip and text entry,implemented-awaiting-native,"TagEntryField owns shared filled InputFrame, wrapped chips, semantic removal and focus indicator, and one plain Input. Parsing and commit callbacks forwarded unchanged; wrapper focuses forwarded native ref after optional host preparation. Optional trailing clearance is layout only.","TagEntryField2 behavior tests and exact native-callback comparison pass; final scoped gate83.98s app/test types, architecture, code health,92 suites607 tests and script tests /tmp/kwilt-tags-final-local.log. Storybook specimen added; visual/native acceptance open. Storybook393/320 chip containment,44-point targets and14-point close icons verified by red/green rendered check; add/remove specimen interaction verified. Final scoped gate69.83s95 suites620 tests. Native acceptance remains open.",shared-input,TagEntryField,f097a4193a737774e63c3e42
INP-207,src/ui/TitleInput.tsx,18,TextInput,08,Editorial title consolidation,Owned native editorial title renderer,implemented-awaiting-native,Native ref/value/selection/events forwarded. No paragraph min/max or internal scrolling; host owns movement; caller owns persistence and heading typography.,Six focused title tests pass; runtime acceptance remains open.,raw-native-input,TitleInput,c5616095b9bca5db5d467950
